,ques_link,vote_count,answer_count,ques_title,ques_summ,keywords,date
96,"""/questions/671118/what-exactly-is-restful-programming""",4103,35,What exactly is RESTful programming?,What exactly is RESTful programming?,"['rest', 'http', 'architecture', 'definition']",2009-03-22
97,"""/questions/14415881/how-can-i-pair-socks-from-a-pile-efficiently""",4077,37,How can I pair socks from a pile efficiently?,"Yesterday I was pairing the socks from the clean laundry and figured out the way I was doing it is not very efficient. I was doing a naive search — picking one sock and ""iterating"" the pile in ...","['algorithm', 'sorting', 'language-agnostic', 'matching']",2013-01-19
98,"""/questions/400212/how-do-i-copy-to-the-clipboard-in-javascript""",4053,68,How do I copy to the clipboard in JavaScript?,"What is the best way to copy text to the clipboard (multi-browser)?
I have tried:
function copyToClipboard(text) {
    if (window.clipboardData) { // Internet Explorer
        window.clipboardData....","['javascript', 'clipboard', 'copy-paste']",2008-12-30
99,"""/questions/2334712/how-do-i-update-from-a-select-in-sql-server""",4050,37,How do I UPDATE from a SELECT in SQL Server?,"In SQL Server, it is possible to insert rows into a table with an INSERT.. SELECT statement:
INSERT INTO Table (col1, col2, col3)
SELECT col1, col2, col3 
FROM other_table 
WHERE sql = 'cool'

Is it ...","['sql', 'sql-server', 'tsql', 'select']",2010-02-25
100,"""/questions/1260748/how-do-i-remove-a-submodule""",4023,36,How do I remove a submodule?,"How do I remove a Git submodule?

By the way, is there a reason I can't simply do 
git submodule rm whatever ?","['git', 'git-submodules']",2009-08-11
101,"""/questions/176918/finding-the-index-of-an-item-in-a-list""",3966,39,Finding the index of an item in a list,"Given a list [""foo"", ""bar"", ""baz""] and an item in the list ""bar"", how do I get its index (1) in Python?","['python', 'list', 'indexing']",2008-10-07
102,"""/questions/157944/create-arraylist-from-array""",3933,39,Create ArrayList from array,"I have an array that is initialized like:

Element[] array = {new Element(1), new Element(2), new Element(3)};
I would like to convert this array into an object of the ArrayList class.

ArrayList<...","['java', 'arrays', 'arraylist', 'type-conversion']",2008-10-01
103,"""/questions/679915/how-do-i-test-for-an-empty-javascript-object""",3899,49,How do I test for an empty JavaScript object?,"After an AJAX request, sometimes my application may return an empty object, like:

var a = {};
How can I check whether that's the case?","['javascript', 'javascript-objects']",2009-03-25
104,"""/questions/363681/how-do-i-generate-random-integers-within-a-specific-range-in-java""",3888,71,How do I generate random integers within a specific range in Java?,"How do I generate a random int value in a specific range?
I have tried the following, but those do not work:
Attempt 1:
randomNum = minimum + (int)(Math.random() * maximum);

Bug: randomNum can be ...","['java', 'random', 'integer']",2008-12-12
105,"""/questions/13375357/proper-use-cases-for-android-usermanager-isuseragoat""",3874,11,Proper use cases for Android UserManager.isUserAGoat()?,"I was looking at the new APIs introduced in Android 4.2.
While looking at the UserManager class I came across the following method:
public boolean isUserAGoat()

  
  Used to determine whether the ...","['java', 'android', 'usermanager']",2012-11-14
106,"""/questions/9081/grep-a-file-but-show-several-surrounding-lines""",3866,14,"grep a file, but show several surrounding lines?","I would like to grep for a string, but also show the preceding five lines and the following five lines as well as the matched line. How would I be able to do this?","['search', 'logging', 'grep', 'command-line-interface']",2008-08-12
107,"""/questions/3294889/iterating-over-dictionaries-using-for-loops""",3824,15,Iterating over dictionaries using 'for' loops,"I am a bit puzzled by the following code:
d = {'x': 1, 'y': 2, 'z': 3} 
for key in d:
    print (key, 'corresponds to', d[key])

What I don't understand is the key portion. How does Python recognize ...","['python', 'dictionary']",2010-07-20
108,"""/questions/1338728/delete-commits-from-a-branch-in-git""",3820,35,Delete commits from a branch in Git,"I would like to know how to delete a commit.

By delete, I mean it is as if I didn't make that commit, and when I do a push in the future, my changes will not push to the remote branch.

I read git ...","['git', 'git-rebase', 'git-reset']",2009-08-27
109,"""/questions/520650/make-an-existing-git-branch-track-a-remote-branch""",3792,23,Make an existing Git branch track a remote branch?,"I know how to make a new branch that tracks remote branches, but how do I make an existing branch track a remote branch?

I know I can just edit the .git/config file, but it seems there should be an ...","['git', 'branch', 'git-branch']",2009-02-06
110,"""/questions/784929/what-is-the-not-not-operator-in-javascript""",3788,38,What is the !! (not not) operator in JavaScript?,"I saw some code that seems to use an operator I don't recognize, in the form of two exclamation points, like so: !!. Can someone please tell me what this operator does?

The context in which I saw ...","['javascript', 'operators']",2009-04-24
111,"""/questions/201323/how-can-i-validate-an-email-address-using-a-regular-expression""",3783,77,How can I validate an email address using a regular expression?,"Over the years I have slowly developed a regular expression that validates most email addresses correctly, assuming they don't use an IP address as the server part.
I use it in several PHP programs, ...","['regex', 'validation', 'email', 'email-validation', 'string-parsing']",2010-06-30
112,"""/questions/8710619/why-dont-javas-compound-assignment-operators-require-casting""",3779,11,"Why don't Java's +=, -=, *=, /= compound assignment operators require casting?","Until today, I thought that for example:

i += j;
Was just a shortcut for:

i = i + j;
But if we try this:

int i = 5;
long j = 8;
Then i = i + j; will not compile but i += j; will compile fine.

...","['java', 'casting', 'operators', 'variable-assignment', 'assignment-operator']",2012-01-03
113,"""/questions/134882/undoing-a-git-rebase""",3770,19,Undoing a git rebase,"Does anybody know how to easily undo a git rebase?

The only way that comes to mind is to go at it manually:
git checkout the commit parent to both of the branches 
then create a temp branch from ...","['git', 'rebase', 'git-rebase', 'undo']",2008-09-25
114,"""/questions/1014861/is-there-a-css-parent-selector""",3732,33,Is there a CSS parent selector?,"How do I select the <li> element that is a direct parent of the anchor element?

As an example, my CSS would be something like this:

li < a.active {
    property: value;
}
Obviously there ...","['css', 'css-selectors']",2009-06-18
115,"""/questions/46898/how-do-i-efficiently-iterate-over-each-entry-in-a-java-map""",3731,46,How do I efficiently iterate over each entry in a Java Map?,"If I have an object implementing the Map interface in Java and I wish to iterate over every pair contained within it,  what is the most efficient way of going through the map?

Will the ordering of ...","['java', 'dictionary', 'collections', 'iteration']",2008-09-05
116,"""/questions/638975/how-do-i-tell-if-a-regular-file-does-not-exist-in-bash""",3719,20,How do I tell if a regular file does not exist in Bash?,"I've used the following script to see if a file exists:

#!/bin/bash

FILE=$1     
if [ -f $FILE ]; then
   echo ""File $FILE exists.""
else
   echo ""File $FILE does not exist.""
fi
What's the correct ...","['bash', 'file-io', 'scripting']",2009-03-12
117,"""/questions/586182/how-to-insert-an-item-into-an-array-at-a-specific-index-javascript""",3717,25,How to insert an item into an array at a specific index (JavaScript),"I am looking for a JavaScript array insert method, in the style of:
arr.insert(index, item)

Preferably in jQuery, but any JavaScript implementation will do at this point.","['javascript', 'arrays']",2009-02-25
118,"""/questions/8881291/why-is-char-preferred-over-string-for-passwords""",3695,18,Why is char[] preferred over String for passwords?,"In Swing, the password field has a getPassword() (returns char[]) method instead of the usual getText() (returns String) method. Similarly, I have come across a suggestion not to use String to handle ...","['java', 'string', 'security', 'passwords', 'char']",2012-01-16
119,"""/questions/3010840/loop-through-an-array-in-javascript""",3678,44,Loop through an array in JavaScript,"In Java you can use a for loop to traverse objects in an array as follows:

String[] myStringArray = {""Hello"", ""World""};
for (String s : myStringArray)
{
    // Do something
}
Can you do the same in ...","['javascript', 'arrays', 'loops', 'for-loop']",2010-06-10
